sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
/figis/qrcode/fishery/countrysector/naso_bahrain/ar,1,57,57,57,0.0,0.0,17.543859649122805,20.79906798245614,1214.0
/figis/qrcode/fishery/countrysector/naso_bahrain/en,1,53,53,53,0.0,0.0,18.867924528301884,22.29510613207547,1210.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=801757F9AE7ECCAEF71B9F166BFFFE0C,1,8,8,8,0.0,0.0,125.0,192.2607421875,1575.0
/figis/qrcode/firms/resource/10017/en,1,108,108,108,0.0,0.0,9.25925925925926,9.49435763888889,1050.0
/figis/qrcode/firms/resource/16001/en,1,119,119,119,0.0,0.0,8.403361344537815,8.739824054621849,1065.0
/fishery/publications/en,1,1508,1508,1508,0.0,0.0,0.6631299734748011,16.895567390583555,26090.0
/fi/website/css/FI_topic.css,8,4,4,5,0.5,1.0,0.8036970062286518,0.4081273859754872,520.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=1B0F62BBD819039C4E27EF0E9EF9826B,1,8,8,8,0.0,0.0,125.0,192.2607421875,1575.0
/figis/qrcode/fishery/publications/en,1,54,54,54,0.0,0.0,18.51851851851852,19.24189814814815,1064.0
/firms/fr,2,1017,746,1288,271.0,0.0,0.3272251308900524,11.018603259980367,34481.0
/gfcm/en,1,254,254,254,0.0,0.0,3.937007874015748,128.74477116141733,33486.0
/fi/website/css/GFCM_topic.css,2,4,4,4,0.0,1.0,90.9090909090909,46.43110795454546,523.0
/fi/website/css/GFCM_head.css,2,4,4,4,0.0,1.0,36.36363636363636,18.536931818181817,522.0
/fishery/eaf-net/en,1,228,228,228,0.0,0.0,4.385964912280701,82.14261239035088,19178.0
/fi/website/css/EAFNET_topic.css,2,4,4,5,0.5,1.0,19.230769230769234,9.840745192307693,524.0
/figis/website/assets/images/templates/eafnet/corner_true.gif,2,3,3,4,0.5,1.0,41.666666666666664,22.501627604166668,553.0
/figis/qrcode/gfcm/en,1,59,59,59,0.0,0.0,16.949152542372882,14.96292372881356,904.0
/fishery/ar,2,763,756,771,7.5,0.0,0.2408187838651415,6.024937913907285,25619.0
/nansen/en,1,322,322,322,0.0,0.0,3.105590062111801,79.73845108695652,26292.0
/figis/scripts/resizePageNansen.js,2,4,4,5,0.5,1.0,2.0304568527918785,1.056868654822335,533.0
/fi/website/css/NANSEN_topic.css,2,4,4,4,0.0,1.0,1.9286403085824495,1.0001054725168756,531.0
/figis/website/assets/images/templates/nansen/corner_false.gif,2,4,4,5,0.5,1.0,1.9550342130987293,1.071068548387097,561.0
/figis/website/assets/images/templates/nansen/corner_true.gif,2,4,4,4,0.0,1.0,2.100840336134454,1.1488970588235294,560.0
/fishery/topic/16000/ar,1,791,791,791,0.0,0.0,1.2642225031605563,31.942606273704172,25873.0
/v/LQLLPzqph8Q,1,311,311,311,0.0,0.0,3.215434083601286,19.763615353697748,6294.0
/figis/qrcode/nansen/en,1,101,101,101,0.0,0.0,9.900990099009901,10.336092202970296,1069.0
/fishery/meetings-news/en,1,1623,1623,1623,0.0,0.0,0.6161429451632779,12.458241874614911,20705.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=F97A38B16DADFDE492AA046FD483A435,1,8,8,8,0.0,0.0,125.0,192.2607421875,1575.0
/figis/qrcode/firms/fr,1,55,55,55,0.0,0.0,18.18181818181818,15.873579545454545,894.0
/figis/qrcode/fishery/meetings-news/en,1,76,76,76,0.0,0.0,13.157894736842104,13.72327302631579,1068.0
/fishery/en,1,720,720,720,0.0,0.0,1.3888888888888888,32.803005642361114,24185.0
/figis/website/assets/images/templates/shared/fao_logo.gif;jsessionid=0389814C34541F88B2FFB08038631959,1,8,8,8,0.0,0.0,125.0,192.2607421875,1575.0
/fi/topic/assets/images/stock_state_pub.jpg,1,12,12,12,0.0,0.0,83.33333333333333,656.5755208333334,8068.0
/figis/qrcode/fishery/en,1,55,55,55,0.0,0.0,18.18181818181818,15.873579545454545,894.0
/figis/qrcode/fishery/ar,1,57,57,57,0.0,0.0,17.543859649122805,15.162417763157894,885.0
TOTAL,934,88,0,5128,261.524585075691,0.3811563169164882,11.23190148636298,65.22392541954278,5946.392933618844
